ID	Organism	Subtype	Country	SamplingYear	Region	Organism_and_Subtype	Region_and_Year
DJ048201|SIV|subtype:VER	SIV	VER	KENYA		Africa	SIV_VER	Africa_unknown
M33262|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
DQ201174|SIV|subtype:SMM	SIV	SMM	UNITED STATES		North_America	SIV_SMM	North_America_unknown
DQ201173|SIV|subtype:SMM	SIV	SMM	UNITED STATES		North_America	SIV_SMM	North_America_unknown
DQ201172|SIV|subtype:SMM	SIV	SMM	UNITED STATES		North_America	SIV_SMM	North_America_unknown
U72748|SIV|subtype:SMM	SIV	SMM	UNITED STATES		North_America	SIV_SMM	North_America_unknown
JQ864085|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2011	North_America	SIV_SMM	North_America_2011
JQ864086|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2011	North_America	SIV_SMM	North_America_2011
JQ864084|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2011	North_America	SIV_SMM	North_America_2011
JQ864087|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2011	North_America	SIV_SMM	North_America_2011
JX648291|SIV|subtype:SMM	SIV	SMM				SIV_SMM	unknown_unknown
JX648292|SIV|subtype:SMM	SIV	SMM				SIV_SMM	unknown_unknown
AY033233|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY033146|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
D01065|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
M19499|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
M76764|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
L09211|SIV|subtype:SMM	SIV	SMM	UNITED STATES		North_America	SIV_SMM	North_America_unknown
L09213|SIV|subtype:SMM	SIV	SMM	UNITED STATES		North_America	SIV_SMM	North_America_unknown
L09212|SIV|subtype:SMM	SIV	SMM	UNITED STATES		North_America	SIV_SMM	North_America_unknown
X14307|SIV|subtype:SMM	SIV	SMM	UNITED STATES		North_America	SIV_SMM	North_America_unknown
AF077017|SIV|subtype:SMM	SIV	SMM	UNITED STATES		North_America	SIV_SMM	North_America_unknown
U04005|SIV|subtype:SAB	SIV	SAB	SENEGAL		Africa	SIV_SAB	Africa_unknown
AF131870|SIV|subtype:SUN	SIV	SUN	GABON	1998	Africa	SIV_SUN	Africa_1998
HQ378594|SIV|subtype:SAB	SIV	SAB	SENEGAL	2005	Africa	SIV_SAB	Africa_2005
L03295|SIV|subtype:SMM	SIV	SMM	UNITED STATES		North_America	SIV_SMM	North_America_unknown
M31325|SIV|subtype:SMM	SIV	SMM	UNITED STATES		North_America	SIV_SMM	North_America_unknown
AF075269|SIV|subtype:LST	SIV	LST	KENYA		Africa	SIV_LST	Africa_unknown
JQ866001|SIV|subtype:CPZ	SIV	CPZ	DEM REP OF CONGO	2006	Africa	SIV_CPZ	Africa_2006
FR686510|SIV|subtype:CPZ	SIV	CPZ	CAMEROON	2004	Africa	SIV_CPZ	Africa_2004
JN091691|SIV|subtype:CPZ	SIV	CPZ	TANZANIA	2006	Africa	SIV_CPZ	Africa_2006
M83293|SIV|subtype:STM	SIV	STM	UNITED STATES	1989	North_America	SIV_STM	North_America_1989
FR686511|SIV|subtype:CPZ	SIV	CPZ	CAMEROON	2009	Africa	SIV_CPZ	Africa_2009
L40990|SIV|subtype:VER	SIV	VER	KENYA		Africa	SIV_VER	Africa_unknown
X52154|SIV|subtype:CPZ	SIV	CPZ	GABON	1988	Africa	SIV_CPZ	Africa_1988
M29975|SIV|subtype:VER	SIV	VER	KENYA		Africa	SIV_VER	Africa_unknown
AF103818|SIV|subtype:CPZ	SIV	CPZ	UNITED STATES	1985	North_America	SIV_CPZ	North_America_1985
U58991|SIV|subtype:TAN	SIV	TAN	UGANDA		Africa	SIV_TAN	Africa_unknown
AY159321|SIV|subtype:DRL	SIV	DRL				SIV_DRL	unknown_unknown
AY159322|SIV|subtype:MND-2	SIV	MND-2				SIV_MND-2	unknown_unknown
AJ580407|SIV|subtype:DEN	SIV	DEN	DEM REP OF CONGO		Africa	SIV_DEN	Africa_unknown
M80193|SIV|subtype:SMM	SIV	SMM	UNITED STATES		North_America	SIV_SMM	North_America_unknown
U79412|SIV|subtype:MNE	SIV	MNE	UNITED STATES		North_America	SIV_MNE	North_America_unknown
Y00277|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
M80194|SIV|subtype:SMM	SIV	SMM	UNITED STATES		North_America	SIV_SMM	North_America_unknown
M32741|SIV|subtype:MNE	SIV	MNE	UNITED STATES	1982	North_America	SIV_MNE	North_America_1982
M30931|SIV|subtype:VER	SIV	VER	GERMANY		Europe	SIV_VER	Europe_unknown
NC_001549|SIV|subtype:GRV	SIV	GRV	ETHIOPIA		Africa	SIV_GRV	Africa_unknown
M66437|SIV|subtype:GRV	SIV	GRV	ETHIOPIA		Africa	SIV_GRV	Africa_unknown
M58410|SIV|subtype:GRV	SIV	GRV	ETHIOPIA		Africa	SIV_GRV	Africa_unknown
AF334679|SIV|subtype:SMM	SIV	SMM	SIERRA LEONE	1992		SIV_SMM	unknown_1992
BD413543|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
BD131285|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
L06042|SIV|subtype:SYK	SIV	SYK	KENYA		Africa	SIV_SYK	Africa_unknown
HM803689|SIV|subtype:RCM	SIV	RCM	CAMEROON	2002	Africa	SIV_RCM	Africa_2002
AF349680|SIV|subtype:RCM	SIV	RCM	NIGERIA		Africa	SIV_RCM	Africa_unknown
AF328295|SIV|subtype:MND-2	SIV	MND-2	GABON		Africa	SIV_MND-2	Africa_unknown
NC_004455|SIV|subtype:MND-2	SIV	MND-2	CAMEROON	1998	Africa	SIV_MND-2	Africa_1998
AF367411|SIV|subtype:MND-2	SIV	MND-2	CAMEROON	1998	Africa	SIV_MND-2	Africa_1998
HM803690|SIV|subtype:RCM	SIV	RCM	CAMEROON	2000	Africa	SIV_RCM	Africa_2000
EF070330|SIV|subtype:MUS-1	SIV	MUS-1	CAMEROON	2001	Africa	SIV_MUS-1	Africa_2001
EF070329|SIV|subtype:MUS-2	SIV	MUS-2	CAMEROON	2001	Africa	SIV_MUS-2	Africa_2001
AM745105|SIV|subtype:WRC	SIV	WRC	COTE D'IVOIRE	1997		SIV_WRC	unknown_1997
AF382829|SIV|subtype:RCM	SIV	RCM	GABON		Africa	SIV_RCM	Africa_unknown
AM713177|SIV|subtype:WRC	SIV	WRC	COTE D'IVOIRE	1998		SIV_WRC	unknown_1998
AY340701|SIV|subtype:MON	SIV	MON	CAMEROON	1999	Africa	SIV_MON	Africa_1999
KC522216|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
EF070331|SIV|subtype:MUS-2	SIV	MUS-2	CAMEROON	2001	Africa	SIV_MUS-2	Africa_2001
AY340700|SIV|subtype:MUS-1	SIV	MUS-1	CAMEROON	2001	Africa	SIV_MUS-1	Africa_2001
AF468659|SIV|subtype:GSN	SIV	GSN	CAMEROON	1999	Africa	SIV_GSN	Africa_1999
AF468658|SIV|subtype:GSN	SIV	GSN	CAMEROON	1999	Africa	SIV_GSN	Africa_1999
DQ374658|SIV|subtype:CPZ	SIV	CPZ	TANZANIA	2002	Africa	SIV_CPZ	Africa_2002
EF394358|SIV|subtype:CPZ	SIV	CPZ	TANZANIA	2002	Africa	SIV_CPZ	Africa_2002
KC522223|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522219|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522217|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522220|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522218|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
JX178450|SIV|subtype:CPZ	SIV	CPZ	CAMEROON	2005	Africa	SIV_CPZ	Africa_2005
KC522224|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522221|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522226|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522222|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522240|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
AF382828|SIV|subtype:CPZ	SIV	CPZ	GABON	1988	Africa	SIV_CPZ	Africa_1988
KC522225|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522241|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522239|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522245|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522242|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
DQ374657|SIV|subtype:CPZ	SIV	CPZ	TANZANIA	2001	Africa	SIV_CPZ	Africa_2001
EF394357|SIV|subtype:CPZ	SIV	CPZ	TANZANIA	2001	Africa	SIV_CPZ	Africa_2001
KC522237|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522235|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522236|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522243|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522244|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522253|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522248|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
AY655744|SIV|subtype:TAL	SIV	TAL	CAMEROON	2000	Africa	SIV_TAL	Africa_2000
KC522251|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522249|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522252|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522250|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522233|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522231|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522229|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522227|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522234|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522232|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522230|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522228|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522238|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522247|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
KC522246|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2012	North_America	SIV_MAC	North_America_2012
EF394356|SIV|subtype:CPZ	SIV	CPZ	TANZANIA	2000	Africa	SIV_CPZ	Africa_2000
AF447763|SIV|subtype:CPZ	SIV	CPZ	TANZANIA	2000	Africa	SIV_CPZ	Africa_2000
JQ768416|SIV|subtype:CPZ	SIV	CPZ	TANZANIA	2006	Africa	SIV_CPZ	Africa_2006
AY169968|SIV|subtype:CPZ	SIV	CPZ	CAMEROON	2001	Africa	SIV_CPZ	Africa_2001
JN091690|SIV|subtype:CPZ	SIV	CPZ	TANZANIA	2009	Africa	SIV_CPZ	Africa_2009
DQ373063|SIV|subtype:CPZ	SIV	CPZ	CAMEROON	2005	Africa	SIV_CPZ	Africa_2005
FR751162|SIV|subtype:SUN	SIV	SUN	GABON	2008	Africa	SIV_SUN	Africa_2008
FJ919724|SIV|subtype:DEB	SIV	DEB	CAMEROON	2004	Africa	SIV_DEB	Africa_2004
Y00295|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AJ271369|SIV|subtype:CPZ	SIV	CPZ	CAMEROON	1998	Africa	SIV_CPZ	Africa_1998
FJ424866|SIV|subtype:GOR	SIV	GOR	CAMEROON	2007	Africa	SIV_GOR	Africa_2007
FJ424865|SIV|subtype:GOR	SIV	GOR	CAMEROON	2007	Africa	SIV_GOR	Africa_2007
FJ424864|SIV|subtype:GOR	SIV	GOR	CAMEROON	2007	Africa	SIV_GOR	Africa_2007
EF535993|SIV|subtype:CPZ	SIV	CPZ	CAMEROON	2005	Africa	SIV_CPZ	Africa_2005
FJ424863|SIV|subtype:GOR	SIV	GOR	CAMEROON	2007	Africa	SIV_GOR	Africa_2007
KF051800|SIV|subtype:MAC	SIV	MAC	FRANCE		Europe	SIV_MAC	Europe_unknown
AY523865|SIV|subtype:DEB	SIV	DEB	CAMEROON	1999	Africa	SIV_DEB	Africa_1999
JX860431|SIV|subtype:SMM	SIV	SMM	LIBERIA	1989	Africa	SIV_SMM	Africa_1989
E02677|SIV|subtype:MND-1	SIV	MND-1	UNITED KINGDOM		Europe	SIV_MND-1	Europe_unknown
M27470|SIV|subtype:MND-1	SIV	MND-1	GABON		Africa	SIV_MND-1	Africa_unknown
DQ373066|SIV|subtype:CPZ	SIV	CPZ	CAMEROON	2005	Africa	SIV_CPZ	Africa_2005
JN835462|SIV|subtype:CPZ	SIV	CPZ	CAMEROON	2005	Africa	SIV_CPZ	Africa_2005
JX860423|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2004	North_America	SIV_SMM	North_America_2004
AB253736|SIV|subtype:VER	SIV	VER	KENYA		Africa	SIV_VER	Africa_unknown
DD406200|SIV|subtype:VER	SIV	VER	KENYA		Africa	SIV_VER	Africa_unknown
DD406155|SIV|subtype:VER	SIV	VER	KENYA		Africa	SIV_VER	Africa_unknown
X07805|SIV|subtype:VER	SIV	VER	KENYA		Africa	SIV_VER	Africa_unknown
DI058170|SIV|subtype:VER	SIV	VER	KENYA		Africa	SIV_VER	Africa_unknown
DQ373064|SIV|subtype:CPZ	SIV	CPZ	CAMEROON	2005	Africa	SIV_CPZ	Africa_2005
E02137|SIV|subtype:VER	SIV	VER	KENYA		Africa	SIV_VER	Africa_unknown
BD092095|SIV|subtype:VER	SIV	VER	KENYA		Africa	SIV_VER	Africa_unknown
AF115393|SIV|subtype:CPZ	SIV	CPZ	CAMEROON	1998	Africa	SIV_CPZ	Africa_1998
EF535994|SIV|subtype:CPZ	SIV	CPZ	CAMEROON	2005	Africa	SIV_CPZ	Africa_2005
JN835461|SIV|subtype:CPZ	SIV	CPZ	CAMEROON	2005	Africa	SIV_CPZ	Africa_2005
JX860417|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2004	North_America	SIV_SMM	North_America_2004
JX860424|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2004	North_America	SIV_SMM	North_America_2004
AY523866|SIV|subtype:DEB	SIV	DEB	CAMEROON	1999	Africa	SIV_DEB	Africa_1999
JX860415|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2004	North_America	SIV_SMM	North_America_2004
JX860428|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2004	North_America	SIV_SMM	North_America_2004
JX860420|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2004	North_America	SIV_SMM	North_America_2004
JX860414|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2006	North_America	SIV_SMM	North_America_2006
JX860430|SIV|subtype:SMM	SIV	SMM	COTE D'IVOIRE	1979		SIV_SMM	unknown_1979
JX860427|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2004	North_America	SIV_SMM	North_America_2004
JX860419|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2004	North_America	SIV_SMM	North_America_2004
FJ424871|SIV|subtype:GOR	SIV	GOR	CAMEROON	2004	Africa	SIV_GOR	Africa_2004
JX860425|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2004	North_America	SIV_SMM	North_America_2004
JX860422|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2004	North_America	SIV_SMM	North_America_2004
JX860418|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2004	North_America	SIV_SMM	North_America_2004
JX860429|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2004	North_America	SIV_SMM	North_America_2004
JX860426|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2004	North_America	SIV_SMM	North_America_2004
DQ373065|SIV|subtype:CPZ	SIV	CPZ	CAMEROON	2005	Africa	SIV_CPZ	Africa_2005
JN835460|SIV|subtype:CPZ	SIV	CPZ	CAMEROON	2005	Africa	SIV_CPZ	Africa_2005
JX860421|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2004	North_America	SIV_SMM	North_America_2004
JX860407|SIV|subtype:SMM	SIV	SMM	UNITED STATES	1986	North_America	SIV_SMM	North_America_1986
JX860413|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2005	North_America	SIV_SMM	North_America_2005
JX860416|SIV|subtype:SMM	SIV	SMM	UNITED STATES	2004	North_America	SIV_SMM	North_America_2004
GQ217539|SIV|subtype:CPZ	SIV	CPZ	GABON	2006	Africa	SIV_CPZ	Africa_2006
JX860432|SIV|subtype:SMM	SIV	SMM	SIERRA LEONE	1992		SIV_SMM	unknown_1992
AY523867|SIV|subtype:SYK	SIV	SYK	KENYA		Africa	SIV_SYK	Africa_unknown
U42720|SIV|subtype:CPZ	SIV	CPZ	DEM REP OF CONGO	1990	Africa	SIV_CPZ	Africa_1990
AY611491|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY611495|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY599201|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY599200|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY611493|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY611489|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY611486|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY607701|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY576481|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY611492|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY588945|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY603959|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY611488|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY597209|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY588946|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY611494|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY607702|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY587015|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY600249|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY607704|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY611490|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY611487|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY607703|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY576480|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY599199|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AY599198|SIV|subtype:MAC	SIV	MAC	UNITED STATES		North_America	SIV_MAC	North_America_unknown
AM182197|SIV|subtype:TAL	SIV	TAL	CAMEROON	2001	Africa	SIV_TAL	Africa_2001
EU280806|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2007	North_America	SIV_MAC	North_America_2007
EU280803|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2007	North_America	SIV_MAC	North_America_2007
EU280805|SIV|subtype:MAC	SIV	MAC	UNITED STATES	2007	North_America	SIV_MAC	North_America_2007
KF214241|SIV|subtype:COL	SIV	COL	UGANDA	2010	Africa	SIV_COL	Africa_2010
AF301156|SIV|subtype:COL	SIV	COL	CAMEROON		Africa	SIV_COL	Africa_unknown
D00835|HIV-2|subtype:A	HIV-2	A	GUINEA-BISSAU	1987	Africa	HIV-2_A	Africa_1987
NC_001722|HIV-2|subtype:A	HIV-2	A	GERMANY		Europe	HIV-2_A	Europe_unknown
M30502|HIV-2|subtype:A	HIV-2	A	GERMANY		Europe	HIV-2_A	Europe_unknown
AF082339|HIV-2|subtype:A	HIV-2	A	PORTUGAL		Europe	HIV-2_A	Europe_unknown
U27200|HIV-2|subtype:B	HIV-2	B	COTE D'IVOIRE			HIV-2_B	unknown_unknown
EU980602|HIV-2|subtype:A	HIV-2	A	INDIA	2007	Asia	HIV-2_A	Asia_2007
U38293|HIV-2|subtype:A	HIV-2	A	COTE D'IVOIRE	1988		HIV-2_A	unknown_1988
AB731743|HIV-2|subtype:A	HIV-2	A	JAPAN	2008	Asia	HIV-2_A	Asia_2008
AB731742|HIV-2|subtype:A	HIV-2	A	JAPAN	2008	Asia	HIV-2_A	Asia_2008
L36874|HIV-2|subtype:H2_01_AB	HIV-2	H2_01_AB	COTE D'IVOIRE	1990		HIV-2_H2_01_AB	unknown_1990
L07625|HIV-2|subtype:B	HIV-2	B	COTE D'IVOIRE	1988		HIV-2_B	unknown_1988
X61240|HIV-2|subtype:B	HIV-2	B	GHANA	1986	Africa	HIV-2_B	Africa_1986
AB499694|HIV-2|subtype:H2_01_AB	HIV-2	H2_01_AB	JAPAN	2007	Asia	HIV-2_H2_01_AB	Asia_2007
AB499693|HIV-2|subtype:H2_01_AB	HIV-2	H2_01_AB	JAPAN	2004	Asia	HIV-2_H2_01_AB	Asia_2004
AB499695|HIV-2|subtype:H2_01_AB	HIV-2	H2_01_AB	JAPAN	2008	Asia	HIV-2_H2_01_AB	Asia_2008
AB731745|HIV-2|subtype:H2_01_AB	HIV-2	H2_01_AB	JAPAN	2008	Asia	HIV-2_H2_01_AB	Asia_2008
AB731744|HIV-2|subtype:H2_01_AB	HIV-2	H2_01_AB	JAPAN	2008	Asia	HIV-2_H2_01_AB	Asia_2008
AB485671|HIV-2|subtype:B	HIV-2	B	COTE D'IVOIRE			HIV-2_B	unknown_unknown
AB485670|HIV-2|subtype:B	HIV-2	B	COTE D'IVOIRE			HIV-2_B	unknown_unknown
AB731739|HIV-2|subtype:H2_01_AB	HIV-2	H2_01_AB	JAPAN	2004	Asia	HIV-2_H2_01_AB	Asia_2004
AB731738|HIV-2|subtype:H2_01_AB	HIV-2	H2_01_AB	JAPAN	2004	Asia	HIV-2_H2_01_AB	Asia_2004
AB731741|HIV-2|subtype:H2_01_AB	HIV-2	H2_01_AB	JAPAN	2007	Asia	HIV-2_H2_01_AB	Asia_2007
AB731740|HIV-2|subtype:H2_01_AB	HIV-2	H2_01_AB	JAPAN	2007	Asia	HIV-2_H2_01_AB	Asia_2007
U22047|HIV-2|subtype:A	HIV-2	A	GERMANY		Europe	HIV-2_A	Europe_unknown
DQ307022|HIV-2|subtype:A	HIV-2	A	INDIA	1995	Asia	HIV-2_A	Asia_1995
AY509259|HIV-2|subtype:A	HIV-2	A	GAMBIA		Africa	HIV-2_A	Africa_unknown
M31113|HIV-2|subtype:A	HIV-2	A	SENEGAL	1986	Africa	HIV-2_A	Africa_1986
X05291|HIV-2|subtype:A	HIV-2	A	SENEGAL	1985	Africa	HIV-2_A	Africa_1985
M15390|HIV-2|subtype:A	HIV-2	A	SENEGAL	1985	Africa	HIV-2_A	Africa_1985
BD413542|HIV-2|subtype:A	HIV-2	A	SENEGAL	1985	Africa	HIV-2_A	Africa_1985
BD131284|HIV-2|subtype:A	HIV-2	A	SENEGAL	1985	Africa	HIV-2_A	Africa_1985
J04498|HIV-2|subtype:A	HIV-2	A	GAMBIA		Africa	HIV-2_A	Africa_unknown
AY530889|HIV-2|subtype:U	HIV-2	U	FRANCE	1996	Europe	HIV-2_U	Europe_1996
AF208027|HIV-2|subtype:G	HIV-2	G	COTE D'IVOIRE	1992		HIV-2_G	unknown_1992
AY509260|HIV-2|subtype:A	HIV-2	A	GAMBIA		Africa	HIV-2_A	Africa_unknown
KC693505|HIV-2|subtype:U	HIV-2	U	COTE D'IVOIRE	2007		HIV-2_U	unknown_2007
Z48731|HIV-2|subtype:A	HIV-2	A	GUINEA-BISSAU		Africa	HIV-2_A	Africa_unknown
M30895|HIV-2|subtype:A	HIV-2	A	GHANA		Africa	HIV-2_A	Africa_unknown
E02138|HIV-2|subtype:A	HIV-2	A	GHANA		Africa	HIV-2_A	Africa_unknown
A09995|HIV-2|subtype:A	HIV-2	A	GAMBIA		Africa	HIV-2_A	Africa_unknown
X52223|HIV-2|subtype:A	HIV-2	A	GAMBIA	1987	Africa	HIV-2_A	Africa_1987
J04542|HIV-2|subtype:A	HIV-2	A	GAMBIA	1987	Africa	HIV-2_A	Africa_1987
J03654|HIV-2|subtype:A	HIV-2	A	GUINEA-BISSAU	1986	Africa	HIV-2_A	Africa_1986
AB100245|HIV-2|subtype:B	HIV-2	B	JAPAN	2001	Asia	HIV-2_B	Asia_2001
EU028345|HIV-2|subtype:AB	HIV-2	AB	CAMEROON	2003	Africa	HIV-2_AB	Africa_2003
JQ282121|HIV-2|subtype:A	HIV-2	A	PORTUGAL	2007	Europe	HIV-2_A	Europe_2007
M69108|HIV-2|subtype:B	HIV-2	B	GHANA	1989	Africa	HIV-2_B	Africa_1989
U76643|HIV-2|subtype:B	HIV-2	B	COTE D'IVOIRE			HIV-2_B	unknown_unknown
AY546083|HIV-2|subtype:A	HIV-2	A	INDIA	1995	Asia	HIV-2_A	Asia_1995
